ID,Assay_Num,Assay_Date,Depth_Top,Core_Location,Temperature,High_Temp,Light_Period,Treatment,Media,Germinated
3494,3,2010,0,2,30,30,15,None,SandSoil,1
3495,3,2010,0,2,30,30,15,None,SandSoil,1
3496,3,2010,0,2,30,30,15,None,SandSoil,1
3497,3,2010,0,2,30,30,15,None,SandSoil,1
3498,3,2010,0,2,30,30,15,None,SandSoil,1
3499,3,2010,0,2,30,30,15,None,SandSoil,1
3500,3,2010,0,2,30,30,15,None,SandSoil,1
3501,3,2010,0,2,30,30,15,None,SandSoil,0
3502,3,2010,0,2,30,30,15,None,SandSoil,0
3503,3,2010,0,2,30,30,15,None,SandSoil,0
3504,3,2010,0,2,30,30,15,None,SandSoil,0
3505,3,2010,0,2,30,30,15,None,SandSoil,0
3506,3,2010,0,2,30,30,15,None,SandSoil,0
3507,3,2010,0,2,30,30,15,None,SandSoil,0
3508,3,2010,0,2,30,30,15,None,SandSoil,0
3509,3,2010,0,2,30,30,15,None,SandSoil,0
3510,3,2010,0,2,30,30,15,None,SandSoil,0
3511,3,2010,0,2,30,30,15,None,SandSoil,0
3512,3,2010,0,2,30,30,15,None,SandSoil,0
3513,3,2010,0,2,30,30,15,None,SandSoil,0
3514,3,2010,0,2,30,30,15,None,SandSoil,0
3515,3,2010,0,2,30,30,15,None,SandSoil,0
3516,3,2010,0,2,30,30,15,None,SandSoil,0
3517,3,2010,0,2,30,30,15,None,SandSoil,0
3518,3,2010,0,2,30,30,15,None,SandSoil,0
3519,3,2010,0,2,30,30,15,None,SandSoil,0
2421,3,2010,2,2,30,30,15,Auxin,SandSoil,0
2848,3,2010,2,2,30,30,15,Bleach+Water,SandSoil,0
3067,3,2010,2,2,30,30,15,Ethylene,SandSoil,0
3267,3,2010,2,2,30,30,15,Gibberellic Acid,SandSoil,0
3461,3,2010,2,2,30,30,15,None,SandSoil,1
3462,3,2010,2,2,30,30,15,None,SandSoil,0
3463,3,2010,2,2,30,30,15,None,SandSoil,0
3464,3,2010,2,2,30,30,15,None,SandSoil,0
3465,3,2010,2,2,30,30,15,None,SandSoil,0
3466,3,2010,2,2,30,30,15,None,SandSoil,0
3467,3,2010,2,2,30,30,15,None,SandSoil,0
3468,3,2010,2,2,30,30,15,None,SandSoil,0
3469,3,2010,2,2,30,30,15,None,SandSoil,0
3470,3,2010,2,2,30,30,15,None,SandSoil,0
3471,3,2010,2,2,30,30,15,None,SandSoil,0
3472,3,2010,2,2,30,30,15,None,SandSoil,0
3473,3,2010,2,2,30,30,15,None,SandSoil,0
3474,3,2010,2,2,30,30,15,None,SandSoil,0
3475,3,2010,2,2,30,30,15,None,SandSoil,0
3476,3,2010,2,2,30,30,15,None,SandSoil,0
3477,3,2010,2,2,30,30,15,None,SandSoil,0
3478,3,2010,2,2,30,30,15,None,SandSoil,0
3479,3,2010,2,2,30,30,15,None,SandSoil,0
3480,3,2010,2,2,30,30,15,None,SandSoil,0
3481,3,2010,2,2,30,30,15,None,SandSoil,0
3482,3,2010,2,2,30,30,15,None,SandSoil,0
3483,3,2010,2,2,30,30,15,None,SandSoil,0
3484,3,2010,2,2,30,30,15,None,SandSoil,0
3485,3,2010,2,2,30,30,15,None,SandSoil,0
3486,3,2010,2,2,30,30,15,None,SandSoil,0
3487,3,2010,2,2,30,30,15,None,SandSoil,0
3488,3,2010,2,2,30,30,15,None,SandSoil,0
3489,3,2010,2,2,30,30,15,None,SandSoil,0
3490,3,2010,2,2,30,30,15,None,SandSoil,0
3718,3,2010,2,2,30,30,15,Water Bath,SandSoil,0
2621,3,2010,6,2,30,30,15,Bleach,SandSoil,0
2622,3,2010,6,2,30,30,15,Bleach,SandSoil,0
3350,3,2010,14,2,30,30,15,None,SandSoil,0
3351,3,2010,14,2,30,30,15,None,SandSoil,0
3352,3,2010,14,2,30,30,15,None,SandSoil,0
3353,3,2010,14,2,30,30,15,None,SandSoil,0
3354,3,2010,14,2,30,30,15,None,SandSoil,0
3355,3,2010,14,2,30,30,15,None,SandSoil,0
3342,3,2010,16,2,30,30,15,None,SandSoil,0
3343,3,2010,16,2,30,30,15,None,SandSoil,0
3344,3,2010,16,2,30,30,15,None,SandSoil,0
3345,3,2010,16,2,30,30,15,None,SandSoil,0
3346,3,2010,16,2,30,30,15,None,SandSoil,0
2349,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2350,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2351,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2352,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2353,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2354,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2355,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2356,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2357,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2358,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2359,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2360,3,2010,18,2,30,30,15,Auxin,SandSoil,0
2564,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2565,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2566,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2567,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2568,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2569,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2570,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2571,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2572,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2573,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2574,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2575,3,2010,18,2,30,30,15,Bleach,SandSoil,0
2776,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2777,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2778,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2779,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2780,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2781,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2782,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2783,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2784,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2785,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2786,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2787,3,2010,18,2,30,30,15,Bleach+Water,SandSoil,0
2995,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
2996,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
2997,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
2998,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
2999,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
3000,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
3001,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
3002,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
3003,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
3004,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
3005,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
3006,3,2010,18,2,30,30,15,Ethylene,SandSoil,0
3203,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3204,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3205,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3206,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3207,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3208,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3209,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3210,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3211,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3212,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3213,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3214,3,2010,18,2,30,30,15,Gibberellic Acid,SandSoil,0
3647,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3648,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3649,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3650,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3651,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3652,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3653,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3654,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3655,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3656,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3657,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3658,3,2010,18,2,30,30,15,Water Bath,SandSoil,0
3295,3,2010,20,2,30,30,15,None,SandSoil,0
3296,3,2010,20,2,30,30,15,None,SandSoil,0
3297,3,2010,20,2,30,30,15,None,SandSoil,0
3298,3,2010,20,2,30,30,15,None,SandSoil,0
3299,3,2010,20,2,30,30,15,None,SandSoil,0
3300,3,2010,20,2,30,30,15,None,SandSoil,0
3301,3,2010,20,2,30,30,15,None,SandSoil,0
3302,3,2010,20,2,30,30,15,None,SandSoil,0
3303,3,2010,20,2,30,30,15,None,SandSoil,0
3304,3,2010,20,2,30,30,15,None,SandSoil,0
3305,3,2010,20,2,30,30,15,None,SandSoil,0
3306,3,2010,20,2,30,30,15,None,SandSoil,0
3307,3,2010,20,2,30,30,15,None,SandSoil,0
3308,3,2010,20,2,30,30,15,None,SandSoil,0
3309,3,2010,20,2,30,30,15,None,SandSoil,0
3310,3,2010,20,2,30,30,15,None,SandSoil,0
3311,3,2010,20,2,30,30,15,None,SandSoil,0
3312,3,2010,20,2,30,30,15,None,SandSoil,0
3313,3,2010,20,2,30,30,15,None,SandSoil,0
3314,3,2010,20,2,30,30,15,None,SandSoil,0
3427,3,2010,4,2,30,30,15,None,SandSoil,1
3428,3,2010,4,2,30,30,15,None,SandSoil,1
3429,3,2010,4,2,30,30,15,None,SandSoil,0
3430,3,2010,4,2,30,30,15,None,SandSoil,0
3431,3,2010,4,2,30,30,15,None,SandSoil,0
3432,3,2010,4,2,30,30,15,None,SandSoil,0
3433,3,2010,4,2,30,30,15,None,SandSoil,0
3434,3,2010,4,2,30,30,15,None,SandSoil,0
3435,3,2010,4,2,30,30,15,None,SandSoil,0
3436,3,2010,4,2,30,30,15,None,SandSoil,0
3437,3,2010,4,2,30,30,15,None,SandSoil,0
3438,3,2010,4,2,30,30,15,None,SandSoil,0
3439,3,2010,4,2,30,30,15,None,SandSoil,0
3440,3,2010,4,2,30,30,15,None,SandSoil,0
3441,3,2010,4,2,30,30,15,None,SandSoil,0
3442,3,2010,4,2,30,30,15,None,SandSoil,0
3443,3,2010,4,2,30,30,15,None,SandSoil,0
3444,3,2010,4,2,30,30,15,None,SandSoil,0
3445,3,2010,4,2,30,30,15,None,SandSoil,0
3446,3,2010,4,2,30,30,15,None,SandSoil,0
3447,3,2010,4,2,30,30,15,None,SandSoil,0
3448,3,2010,4,2,30,30,15,None,SandSoil,0
3449,3,2010,4,2,30,30,15,None,SandSoil,0
3450,3,2010,4,2,30,30,15,None,SandSoil,0
3451,3,2010,4,2,30,30,15,None,SandSoil,0
3452,3,2010,4,2,30,30,15,None,SandSoil,0
3453,3,2010,4,2,30,30,15,None,SandSoil,0
3454,3,2010,4,2,30,30,15,None,SandSoil,0
3455,3,2010,4,2,30,30,15,None,SandSoil,0
3456,3,2010,4,2,30,30,15,None,SandSoil,0
3457,3,2010,4,2,30,30,15,None,SandSoil,0
3458,3,2010,4,2,30,30,15,None,SandSoil,0
3459,3,2010,4,2,30,30,15,None,SandSoil,0
3460,3,2010,4,2,30,30,15,None,SandSoil,0
3419,3,2010,6,2,30,30,15,None,SandSoil,1
3420,3,2010,6,2,30,30,15,None,SandSoil,0
3421,3,2010,6,2,30,30,15,None,SandSoil,0
3422,3,2010,6,2,30,30,15,None,SandSoil,0
3423,3,2010,6,2,30,30,15,None,SandSoil,0
3424,3,2010,6,2,30,30,15,None,SandSoil,0
3425,3,2010,6,2,30,30,15,None,SandSoil,0
3426,3,2010,6,2,30,30,15,None,SandSoil,0
3397,3,2010,8,2,30,30,15,None,SandSoil,0
3398,3,2010,8,2,30,30,15,None,SandSoil,0
3399,3,2010,8,2,30,30,15,None,SandSoil,0
3400,3,2010,8,2,30,30,15,None,SandSoil,0
3401,3,2010,8,2,30,30,15,None,SandSoil,0
3402,3,2010,8,2,30,30,15,None,SandSoil,0
3403,3,2010,8,2,30,30,15,None,SandSoil,0
3404,3,2010,8,2,30,30,15,None,SandSoil,0
3405,3,2010,8,2,30,30,15,None,SandSoil,0
3406,3,2010,8,2,30,30,15,None,SandSoil,0
3407,3,2010,8,2,30,30,15,None,SandSoil,0
3408,3,2010,8,2,30,30,15,None,SandSoil,0
3409,3,2010,8,2,30,30,15,None,SandSoil,0
3410,3,2010,8,2,30,30,15,None,SandSoil,0
3411,3,2010,8,2,30,30,15,None,SandSoil,0
3412,3,2010,8,2,30,30,15,None,SandSoil,0
3413,3,2010,8,2,30,30,15,None,SandSoil,0
3414,3,2010,8,2,30,30,15,None,SandSoil,0
3415,3,2010,8,2,30,30,15,None,SandSoil,0
3416,3,2010,8,2,30,30,15,None,SandSoil,0
3417,3,2010,8,2,30,30,15,None,SandSoil,0
3418,3,2010,8,2,30,30,15,None,SandSoil,0
3367,3,2010,10,2,30,30,15,None,SandSoil,0
3368,3,2010,10,2,30,30,15,None,SandSoil,0
3369,3,2010,10,2,30,30,15,None,SandSoil,0
3370,3,2010,10,2,30,30,15,None,SandSoil,0
3371,3,2010,10,2,30,30,15,None,SandSoil,0
3372,3,2010,10,2,30,30,15,None,SandSoil,0
3373,3,2010,10,2,30,30,15,None,SandSoil,0
3374,3,2010,10,2,30,30,15,None,SandSoil,0
3375,3,2010,10,2,30,30,15,None,SandSoil,0
3376,3,2010,10,2,30,30,15,None,SandSoil,0
3377,3,2010,10,2,30,30,15,None,SandSoil,0
3378,3,2010,10,2,30,30,15,None,SandSoil,0
3379,3,2010,10,2,30,30,15,None,SandSoil,0
3380,3,2010,10,2,30,30,15,None,SandSoil,0
3381,3,2010,10,2,30,30,15,None,SandSoil,0
3382,3,2010,10,2,30,30,15,None,SandSoil,0
3356,3,2010,12,2,30,30,15,None,SandSoil,0
3357,3,2010,12,2,30,30,15,None,SandSoil,0
3358,3,2010,12,2,30,30,15,None,SandSoil,0
3359,3,2010,12,2,30,30,15,None,SandSoil,0
3360,3,2010,12,2,30,30,15,None,SandSoil,0
3315,3,2010,18,2,30,30,15,None,SandSoil,0
3316,3,2010,18,2,30,30,15,None,SandSoil,0
3317,3,2010,18,2,30,30,15,None,SandSoil,0
3318,3,2010,18,2,30,30,15,None,SandSoil,0
3319,3,2010,18,2,30,30,15,None,SandSoil,0
3320,3,2010,18,2,30,30,15,None,SandSoil,0
3321,3,2010,18,2,30,30,15,None,SandSoil,0
3322,3,2010,18,2,30,30,15,None,SandSoil,0
3323,3,2010,18,2,30,30,15,None,SandSoil,0
3324,3,2010,18,2,30,30,15,None,SandSoil,0
3325,3,2010,18,2,30,30,15,None,SandSoil,0
3326,3,2010,18,2,30,30,15,None,SandSoil,0
3327,3,2010,18,2,30,30,15,None,SandSoil,0
3328,3,2010,18,2,30,30,15,None,SandSoil,0
3329,3,2010,18,2,30,30,15,None,SandSoil,0
3330,3,2010,18,2,30,30,15,None,SandSoil,0
3331,3,2010,18,2,30,30,15,None,SandSoil,0
3332,3,2010,18,2,30,30,15,None,SandSoil,0
3333,3,2010,18,2,30,30,15,None,SandSoil,0
3334,3,2010,18,2,30,30,15,None,SandSoil,0
3335,3,2010,18,2,30,30,15,None,SandSoil,0
3336,3,2010,18,2,30,30,15,None,SandSoil,0
3337,3,2010,18,2,30,30,15,None,SandSoil,0
3338,3,2010,18,2,30,30,15,None,SandSoil,0
3339,3,2010,18,2,30,30,15,None,SandSoil,0
3340,3,2010,18,2,30,30,15,None,SandSoil,0
3341,3,2010,18,2,30,30,15,None,SandSoil,0
3491,3,2010,2,3,30,30,15,None,SandSoil,1
3492,3,2010,2,3,30,30,15,None,SandSoil,0
3493,3,2010,2,3,30,30,15,None,SandSoil,0
3383,3,2010,10,3,30,30,15,None,SandSoil,1
3384,3,2010,10,3,30,30,15,None,SandSoil,1
3385,3,2010,10,3,30,30,15,None,SandSoil,1
3386,3,2010,10,3,30,30,15,None,SandSoil,0
3387,3,2010,10,3,30,30,15,None,SandSoil,0
3388,3,2010,10,3,30,30,15,None,SandSoil,0
3389,3,2010,10,3,30,30,15,None,SandSoil,0
3390,3,2010,10,3,30,30,15,None,SandSoil,0
3391,3,2010,10,3,30,30,15,None,SandSoil,0
3392,3,2010,10,3,30,30,15,None,SandSoil,0
3393,3,2010,10,3,30,30,15,None,SandSoil,0
3394,3,2010,10,3,30,30,15,None,SandSoil,0
3395,3,2010,10,3,30,30,15,None,SandSoil,0
3396,3,2010,10,3,30,30,15,None,SandSoil,0
3361,3,2010,12,3,30,30,15,None,SandSoil,1
3362,3,2010,12,3,30,30,15,None,SandSoil,0
3363,3,2010,12,3,30,30,15,None,SandSoil,0
3364,3,2010,12,3,30,30,15,None,SandSoil,0
3365,3,2010,12,3,30,30,15,None,SandSoil,0
3366,3,2010,12,3,30,30,15,None,SandSoil,0
3347,3,2010,16,3,30,30,15,None,SandSoil,0
3348,3,2010,16,3,30,30,15,None,SandSoil,0
3349,3,2010,16,3,30,30,15,None,SandSoil,0
3282,3,2010,22,3,30,30,15,None,SandSoil,0
3283,3,2010,22,3,30,30,15,None,SandSoil,0
3284,3,2010,22,3,30,30,15,None,SandSoil,0
3285,3,2010,22,3,30,30,15,None,SandSoil,0
3286,3,2010,22,3,30,30,15,None,SandSoil,0
3287,3,2010,22,3,30,30,15,None,SandSoil,0
3288,3,2010,22,3,30,30,15,None,SandSoil,0
3289,3,2010,22,3,30,30,15,None,SandSoil,0
3290,3,2010,22,3,30,30,15,None,SandSoil,0
3291,3,2010,22,3,30,30,15,None,SandSoil,0
3292,3,2010,22,3,30,30,15,None,SandSoil,0
3293,3,2010,22,3,30,30,15,None,SandSoil,0
3294,3,2010,22,3,30,30,15,None,SandSoil,0
3275,3,2010,24,3,30,30,15,None,SandSoil,0
3276,3,2010,24,3,30,30,15,None,SandSoil,0
3277,3,2010,24,3,30,30,15,None,SandSoil,0
3278,3,2010,24,3,30,30,15,None,SandSoil,0
3279,3,2010,24,3,30,30,15,None,SandSoil,0
3280,3,2010,24,3,30,30,15,None,SandSoil,0
3281,3,2010,24,3,30,30,15,None,SandSoil,0
3268,3,2010,26,3,30,30,15,None,SandSoil,0
3269,3,2010,26,3,30,30,15,None,SandSoil,0
3270,3,2010,26,3,30,30,15,None,SandSoil,0
3271,3,2010,26,3,30,30,15,None,SandSoil,0
3272,3,2010,26,3,30,30,15,None,SandSoil,0
3273,3,2010,26,3,30,30,15,None,SandSoil,0
3274,3,2010,26,3,30,30,15,None,SandSoil,0
2397,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2398,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2399,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2400,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2401,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2402,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2403,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2404,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2405,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2406,3,2010,12,1,30,30,15,Auxin,SandSoil,0
2611,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2612,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2613,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2614,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2615,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2616,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2617,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2618,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2619,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2620,3,2010,12,1,30,30,15,Bleach,SandSoil,0
2824,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
2825,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
2826,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
2827,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
2828,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
2829,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
2830,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
2831,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
2832,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
2833,3,2010,12,1,30,30,15,Bleach+Water,SandSoil,0
3043,3,2010,12,1,30,30,15,Ethylene,SandSoil,1
3044,3,2010,12,1,30,30,15,Ethylene,SandSoil,0
3045,3,2010,12,1,30,30,15,Ethylene,SandSoil,0
3046,3,2010,12,1,30,30,15,Ethylene,SandSoil,0
3047,3,2010,12,1,30,30,15,Ethylene,SandSoil,0
3048,3,2010,12,1,30,30,15,Ethylene,SandSoil,0
3049,3,2010,12,1,30,30,15,Ethylene,SandSoil,0
3050,3,2010,12,1,30,30,15,Ethylene,SandSoil,0
3051,3,2010,12,1,30,30,15,Ethylene,SandSoil,0
3052,3,2010,12,1,30,30,15,Ethylene,SandSoil,0
3243,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,1
3244,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,0
3245,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,0
3246,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,0
3247,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,0
3248,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,0
3249,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,0
3250,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,0
3251,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,0
3252,3,2010,12,1,30,30,15,Gibberellic Acid,SandSoil,0
3695,3,2010,12,1,30,30,15,Water Bath,SandSoil,0
3696,3,2010,12,1,30,30,15,Water Bath,SandSoil,0
3697,3,2010,12,1,30,30,15,Water Bath,SandSoil,0
3698,3,2010,12,1,30,30,15,Water Bath,SandSoil,0
3699,3,2010,12,1,30,30,15,Water Bath,SandSoil,0
3700,3,2010,12,1,30,30,15,Water Bath,SandSoil,0
3701,3,2010,12,1,30,30,15,Water Bath,SandSoil,0
3702,3,2010,12,1,30,30,15,Water Bath,SandSoil,0
3703,3,2010,12,1,30,30,15,Water Bath,SandSoil,0
2381,3,2010,14,1,30,30,15,Auxin,SandSoil,0
2382,3,2010,14,1,30,30,15,Auxin,SandSoil,0
2383,3,2010,14,1,30,30,15,Auxin,SandSoil,0
2384,3,2010,14,1,30,30,15,Auxin,SandSoil,0
2385,3,2010,14,1,30,30,15,Auxin,SandSoil,0
2386,3,2010,14,1,30,30,15,Auxin,SandSoil,0
2387,3,2010,14,1,30,30,15,Auxin,SandSoil,0
2388,3,2010,14,1,30,30,15,Auxin,SandSoil,0
2389,3,2010,14,1,30,30,15,Auxin,SandSoil,0
2390,3,2010,14,1,30,30,15,Auxin,SandSoil,0
